scenario,iteration,learning_rate,parameter_x,parameter_y,loss,gradient_x,gradient_y,gradient_norm,distance_to_optimum
two_parameter,11,0.1,1.5705032704000002,-0.5705032703999999,0.36893488147419096,-0.8589934591999997,0.8589934592000001,1.2148001999904197,0.6074000999952098
two_parameter,12,0.1,1.65640261632,-0.65640261632,0.23611832414348222,-0.6871947673599998,0.6871947673600001,0.9718401599923359,0.48592007999616793
two_parameter,13,0.1,1.725122093056,-0.725122093056,0.15111572745182864,-0.5497558138879999,0.5497558138880001,0.7774721279938687,0.38873606399693433
two_parameter,14,0.1,1.7800976744448,-0.7800976744447999,0.09671406556917034,-0.4398046511103999,0.4398046511104001,0.621977702395095,0.3109888511975475
two_parameter,15,0.1,1.82407813955584,-0.82407813955584,0.06189700196426899,-0.35184372088831983,0.35184372088832006,0.4975821619160759,0.24879108095803795
two_parameter,16,0.1,1.8592625116446722,-0.8592625116446719,0.039614081257132144,-0.2814749767106557,0.28147497671065613,0.3980657295328607,0.19903286476643034
two_parameter,17,0.1,1.8874100093157378,-0.8874100093157375,0.02535301200456456,-0.22517998136852446,0.2251799813685249,0.3184525836262885,0.15922629181314424
two_parameter,18,0.1,1.9099280074525902,-0.9099280074525901,0.016225927682921325,-0.18014398509481966,0.18014398509481988,0.2547620669010308,0.1273810334505154
two_parameter,19,0.1,1.9279424059620722,-0.927942405962072,0.01038459371706964,-0.14411518807585555,0.144115188075856,0.20380965352082459,0.10190482676041229
two_parameter,20,0.1,1.9423539247696577,-0.9423539247696576,0.006646139978924572,-0.11529215046068453,0.11529215046068475,0.1630477228166597,0.08152386140832985
