package_id,package_type,fit_in_autoencoder,signal_1,signal_2,signal_3,latent_1,latent_2,reconstructed_signal_1,reconstructed_signal_2,reconstructed_signal_3,residual_signal_1,residual_signal_2,residual_signal_3,reconstruction_mse,routine_error_p95,illustrative_review_flag,descending_error_rank,data_seed
PKG-043,routine_fit,true,-0.393327345113,0.373200793822,0.052688803666,-0.277813589634,0.552478734803,-0.373151325652,0.393500956029,0.032511522859,-0.020176019461,-0.020300162208,0.020177280807,0.000408763669,0.001842768074,false,35,56
PKG-044,routine_fit,true,-0.976479616268,-0.266776581181,-1.295705906937,-1.871264656965,0.398120872104,-0.996606616107,-0.287027422150,-1.275577648816,0.020126999839,0.020250840970,-0.020128258121,0.000406779819,0.001842768074,false,37,56
PKG-045,routine_fit,true,-0.584712637327,-0.084730298172,-0.577800950951,-1.042252193062,0.308911041100,-0.557364807188,-0.057214197241,-0.605150490797,-0.027347830139,-0.027516100931,0.027349539846,0.000751012318,0.001842768074,false,24,56
PKG-046,routine_fit,true,0.612632300536,-0.556960500664,-0.036886671368,-0.222409342317,-0.816333688386,0.579809877650,-0.589984879430,-0.004062196519,0.032822422886,0.033024378766,-0.032824474849,0.001081789062,0.001842768074,false,21,56
PKG-047,routine_fit,true,-0.217046352794,0.657290259853,0.335512908258,0.134428748908,0.658112584080,-0.256381876374,0.617712705382,0.374850890981,0.039335523580,0.039577554471,-0.039337982723,0.001553714373,0.001842768074,false,10,56
PKG-048,routine_fit,true,-0.735518051041,0.479545361077,-0.360844929559,-0.733381003668,0.837629570267,-0.774551866391,0.440271371243,-0.321808673928,0.039033815350,0.039273989835,-0.039036255631,0.001529971424,0.001842768074,false,11,56
PKG-049,routine_fit,true,-0.901527595070,1.124454620941,0.288979820219,-0.049899708153,1.461596767947,-0.885125968805,1.140957166169,0.272577168571,-0.016401626265,-0.016502545228,0.016402651648,0.000270131441,0.001842768074,false,38,56
PKG-050,routine_fit,true,0.330245446849,-0.018226608893,0.290130822155,0.106960578169,-0.210589912210,0.319788758174,-0.028747637419,0.300588164553,0.010456688676,0.010521028526,-0.010457342398,0.000109796796,0.001842768074,false,45,56
PKG-051,routine_fit,true,-0.145495043916,-0.332545021287,-0.583097070528,-0.934128475153,-0.170689210031,-0.182936105962,-0.370216457629,-0.545653667776,0.037441062045,0.037671436343,-0.037443402752,0.001407659551,0.001842768074,false,15,56
PKG-052,routine_fit,true,2.294791709981,-0.235556502986,2.137841736233,2.433321709278,-1.590917313826,2.318176793835,-0.212027531060,2.114455190412,-0.023385083853,-0.023528971926,0.023386545821,0.000549135064,0.001842768074,false,29,56
PKG-053,routine_fit,true,0.888660360629,0.717493873590,1.605470914325,1.696257372779,0.028729655423,0.883767231516,0.712570637127,1.610364349342,0.004893129112,0.004923236463,-0.004893435017,0.000024042225,0.001842768074,false,57,56
PKG-054,routine_fit,true,-0.163195752368,-0.610009163161,-0.896012873142,-1.296083416629,-0.380734279709,-0.205969079359,-0.653045673796,-0.853236872087,0.042773326991,0.043036510635,-0.042776001055,0.001837161672,0.001842768074,false,5,56
PKG-055,routine_fit,true,1.142596006362,1.248671772258,2.307600639838,2.573753676819,0.287867892860,1.109085733880,1.214955311569,2.341113007285,0.033510272481,0.033716460689,-0.033512367446,0.001127605618,0.001842768074,false,20,56
PKG-056,routine_fit,true,0.891724888550,-1.036401168897,-0.261981933317,-0.449091221088,-1.370302378053,0.851662137648,-1.076710425308,-0.221916677808,0.040062750902,0.040309256412,-0.040065255509,0.001611694954,0.001842768074,false,8,56
PKG-057,routine_fit,true,0.377952805756,-0.148139855720,0.212125251466,0.018914076439,-0.342793712517,0.369154157393,-0.156992642035,0.220924449895,0.008798648363,0.008852786316,-0.008799198429,0.000077737977,0.001842768074,false,50,56
PKG-058,routine_fit,true,0.683234797647,-0.292933871175,0.467302023044,0.314844658831,-0.640567297767,0.706169477553,-0.269858074526,0.444365909328,-0.022934679906,-0.023075796650,0.022936113715,0.000528185749,0.001842768074,false,31,56
PKG-059,routine_fit,true,-0.995272879214,0.248760068352,-0.663919792505,-1.181289788254,0.826423931998,-0.971611829533,0.272566704119,-0.687582321406,-0.023661049681,-0.023806635767,0.023662528901,0.000562172151,0.001842768074,false,28,56
PKG-060,routine_fit,true,-0.982835480469,1.412083213182,0.429494991491,0.129907405553,1.735895233191,-0.988862808123,1.406018799470,0.435522695956,0.006027327654,0.006064413712,-0.006027704465,0.000036479671,0.001842768074,false,55,56
PKG-061,unusual_scored_after_fit,false,4.000000000000,-4.000000000000,4.000000000000,3.389904232495,-5.394337946900,5.332833455178,-2.658965640415,2.667083219942,-1.332833455178,-1.341034359585,1.332916780058,1.783828438464,0.001842768074,true,1,56
