run_id,seed,learning_rate,epoch,loss_before_update,total_gradient_norm,analytical_gradient_w1_00,numerical_gradient_w1_00,absolute_gradient_check_difference,final_probability_x00,final_probability_x01,final_probability_x10,final_probability_x11,final_prediction_pattern
xor-slow,2,0.01,73,0.696293391,0.070588219,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,74,0.696243587,0.070525484,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,75,0.696193870,0.070463017,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,76,0.696144242,0.070400815,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,77,0.696094701,0.070338879,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,78,0.696045247,0.070277208,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,79,0.695995880,0.070215801,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,80,0.695946599,0.070154657,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,81,0.695897403,0.070093777,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,82,0.695848293,0.070033159,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,83,0.695799268,0.069972804,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,84,0.695750327,0.069912709,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,85,0.695701470,0.069852876,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,86,0.695652697,0.069793303,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,87,0.695604006,0.069733990,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,88,0.695555399,0.069674936,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,89,0.695506873,0.069616141,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,90,0.695458429,0.069557604,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,91,0.695410067,0.069499325,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,92,0.695361786,0.069441302,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,93,0.695313585,0.069383537,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,94,0.695265464,0.069326027,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,95,0.695217423,0.069268773,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,96,0.695169461,0.069211775,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,97,0.695121578,0.069155030,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,98,0.695073773,0.069098540,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,99,0.695026047,0.069042303,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,100,0.694978398,0.068986319,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,101,0.694930826,0.068930587,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,102,0.694883331,0.068875108,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,103,0.694835912,0.068819879,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,104,0.694788569,0.068764902,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,105,0.694741302,0.068710175,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,106,0.694694110,0.068655699,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,107,0.694646992,0.068601471,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,108,0.694599949,0.068547493,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,109,0.694552980,0.068493762,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,110,0.694506084,0.068440280,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,111,0.694459262,0.068387046,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,112,0.694412512,0.068334058,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,113,0.694365835,0.068281317,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,114,0.694319229,0.068228822,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,115,0.694272695,0.068176572,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,116,0.694226233,0.068124567,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,117,0.694179841,0.068072808,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,118,0.694133519,0.068021292,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,119,0.694087268,0.067970019,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,120,0.694041086,0.067918990,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,121,0.693994973,0.067868204,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,122,0.693948930,0.067817660,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,123,0.693902954,0.067767357,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,124,0.693857047,0.067717296,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,125,0.693811208,0.067667476,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,126,0.693765436,0.067617896,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,127,0.693719730,0.067568556,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,128,0.693674092,0.067519456,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,129,0.693628520,0.067470594,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,130,0.693583013,0.067421971,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,131,0.693537572,0.067373587,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,132,0.693492197,0.067325440,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,133,0.693446886,0.067277530,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,134,0.693401639,0.067229857,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,135,0.693356457,0.067182420,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,136,0.693311338,0.067135219,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,137,0.693266282,0.067088254,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,138,0.693221289,0.067041523,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,139,0.693176359,0.066995028,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,140,0.693131491,0.066948766,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,141,0.693086686,0.066902738,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,142,0.693041941,0.066856944,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,143,0.692997258,0.066811382,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,144,0.692952635,0.066766053,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,145,0.692908073,0.066720955,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,146,0.692863572,0.066676090,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,147,0.692819129,0.066631455,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,148,0.692774747,0.066587051,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,149,0.692730423,0.066542878,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,150,0.692686158,0.066498935,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,151,0.692641952,0.066455221,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,152,0.692597803,0.066411736,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,153,0.692553712,0.066368479,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,154,0.692509679,0.066325451,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,155,0.692465702,0.066282651,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,156,0.692421783,0.066240078,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,157,0.692377919,0.066197733,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,158,0.692334112,0.066155614,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,159,0.692290360,0.066113721,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,160,0.692246664,0.066072054,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,161,0.692203022,0.066030612,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,162,0.692159435,0.065989395,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,163,0.692115903,0.065948403,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,164,0.692072424,0.065907635,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,165,0.692029000,0.065867091,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,166,0.691985628,0.065826771,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,167,0.691942310,0.065786673,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,168,0.691899044,0.065746798,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,169,0.691855831,0.065707145,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,170,0.691812669,0.065667715,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,171,0.691769560,0.065628505,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,172,0.691726502,0.065589517,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,173,0.691683494,0.065550749,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,174,0.691640538,0.065512202,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,175,0.691597632,0.065473875,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,176,0.691554776,0.065435767,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,177,0.691511970,0.065397878,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
xor-slow,2,0.01,178,0.691469214,0.065360208,-0.012622612849,-0.012622612849,0.000000000000768,0.503973697,0.532304768,0.495592504,0.466153184,1100
